id,name,calories,carbs,fat,restaurant_id,category_id
2628,Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty,860,47,55,24,7
2629,Bacon’N Beef™ Cheeseburger w/Bacon Patty,830,48,53,24,7
2630,Bacon’N Beef™ Cheeseburger w/Beef Patty,780,46,50,24,7
2631,Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty,970,52,65,24,7
2632,Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty,920,50,62,24,7
2633,Baked Potato,340,63,7,24,3
2634,Belgian Waffle Combo,640,50,39,24,17
2635,Belgian Waffle w/Butter,420,47,23,24,17
2636,"Belgian Waffle, Plain",360,47,15,24,17
2637,Big Country Breakfast,1130,104,62,24,17
2638,Big Country Breakfast,1130,104,62,24,17
2639,Big Steak Omelette,1220,54,82,24,17
2640,Big Two-Egg Breakfast,880,80,50,24,17
2641,Biscuits & Gravy Combo w/Country Gravy,1420,99,95,24,17
2642,Biscuits & Gravy Combo w/Sausage Gravy,1530,105,103,24,17
2643,Breakfast Sampler,1180,82,74,24,17
2644,Broccoli Cheese Soup,340,19,23,24,14
2645,Broccoli Cheese Soup,340,19,23,24,14
2646,Broccoli Cheese Soup,340,19,23,24,14
2647,Broccoli Cheese Soup,340,19,23,24,14
2648,Cheese Blintzes,1000,66,69,24,17
2649,Cheese Omelette,520,27,35,24,15
2650,Cheeseburger,490,42,28,24,15
2651,Cheesy Western Omelette with Fresh Fruit,950,41,62,24,17
2652,Cheesy Western Omelette with Pancakes,1330,89,77,24,17
2653,Chicken & Spinach Salad,1600,72,118,24,11
2654,Chicken & Waffles,1080,97,62,24,5
2655,Chicken Clubhouse Super Stacker,1180,55,81,24,12
2656,Chicken Fajita Omelette,960,22,65,24,17
2657,Chicken Fajita Quesadilla,1070,70,59,24,10
2658,Chicken Fajita Salad,790,49,44,24,11
2659,Chicken Fajita Salad w/Avocado,870,54,52,24,11
2660,Chicken Florentine Crepes,880,48,53,24,17
2661,Chicken Fried Chicken & Eggs w/Country Gravy,1240,105,69,24,17
2662,Chicken Fried Chicken & Eggs w/Sausage Gravy,1300,107,73,24,17
2663,Chicken Fried Chicken w/Country Gravy,690,74,33,24,5
2664,Chicken Fried Chicken w/Sausage Gravy,750,77,37,24,5
2665,Chicken Noodle Soup,170,18,5,24,14
2666,Chicken Noodle Soup,170,18,5,24,14
2667,Chicken Noodle Soup,170,18,5,24,14
2668,Chicken Noodle Soup,170,18,5,24,14
2669,Chicken Tortilla Soup,190,23,7,24,14
2670,Chicken Tortilla Soup,190,23,7,24,14
2671,Chicken Tortilla Soup,190,23,7,24,14
2672,Chicken Tortilla Soup,190,23,7,24,14
2673,Chocolate Chip Pancakes (4),720,112,24,24,17
2674,Chorizo & Eggs,1400,111,82,24,17
2675,CINN-A-STACK® French Toast,1120,126,54,24,17
2676,CINN-A-STACK® Pancakes (4),890,138,29,24,17
2677,Cinnamon Swirl French Toast Combo,1210,102,75,24,17
2678,Classic Skillets,1460,102,97,24,17
2679,"Coffee, Cup",5,1,0,24,25
2680,"Coffee, Full Carafe",25,5,0,24,25
2681,Colorado Omelette,1120,24,82,24,17
2682,Corned Beef Hash & Cheese Omelette,990,30,72,24,17
2683,Corned Beef Hash & Eggs,1110,91,61,24,17
2684,Country Omelette,1140,50,80,24,17
2685,Country/Chicken Fried Steak & Eggs w/Country Gravy,1570,139,87,24,17
2686,Country/Chicken Fried Steak & Eggs w/Sausage Gravy,1680,145,95,24,17
2687,Country/Chicken Fried Steak Dinner w/Country Gravy,830,82,38,24,5
2688,Country/Chicken Fried Steak Dinner w/Sausage Gravy,940,88,46,24,5
2689,"Cranberry Juice, 10 fl oz",130,33,0,24,1
2690,"Cranberry Juice, 12 fl oz (Kid’s Cup)",160,41,0,24,1
2691,"Cranberry Juice, 16 fl oz",230,58,0,24,1
2692,"Cranberry Juice, Carafe",520,132,0,24,1
2693,"Create Your Own Omelette, Plain",440,10,32,24,17
2694,"Create Your Own Omelette, Plain w/Egg Substitute",140,2,4,24,17
2695,"Create Your Own Viva La French Toast Combo, Blueberry",1200,112,66,24,17
2696,"Create Your Own Viva La French Toast Combo, CINN-A-STACK®",1300,121,73,24,17
2697,"Create Your Own Viva La French Toast Combo, Cinnamon Apple",1180,109,66,24,17
2698,"Create Your Own Viva La French Toast Combo, Original",1170,93,71,24,17
2699,"Create Your Own Viva La French Toast Combo, Strawberry",1190,111,66,24,17
2700,"Create Your Own Viva La French Toast Combo, Strawberry Banana",1210,116,66,24,17
2701,"Create Your Own Viva La French Toast Combo, Whole Wheat",900,88,45,24,17
2702,Create-A-Face Pancake,410,71,10,24,15
2703,Crispy Chicken Salad w/Fried Chicken,1460,93,95,24,11
2704,Crispy Chicken Salad w/Grilled Chicken,1270,59,91,24,11
2705,Crispy Chicken Strips,1010,89,56,24,5
2706,Crispy Chicken Strips,290,37,10,24,15
2707,Crispy Chicken Strips & Fries,1230,117,67,24,10
2708,Crispy Strawberry Banana Cheesecake,580,77,27,24,4
2709,Dill Pickle Spear,5,1,0,24,3
2710,Double BLT,660,39,45,24,12
2711,Double Blueberry Pancakes (4),800,144,17,24,17
2712,Eggs Benedict,1020,80,57,24,17
2713,"Flavored Coffee, French Vanilla",190,25,10,24,25
2714,"Flavored Coffee, Swiss Mocha",220,30,10,24,25
2715,French Onion Pot Roast,790,73,39,24,5
2716,French Toast,640,59,36,24,17
2717,French Toast,430,30,28,24,15
2718,Fruit Crepe w/Blueberry Compote,480,66,21,24,4
2719,Fruit Crepe w/Cinnamon Apple Compote,390,45,21,24,4
2720,Fruit Crepe w/Strawberry Topping,460,65,21,24,4
2721,Funny Face® (Buttermilk),450,57,20,24,15
2722,Funny Face® (Chocolate),480,62,22,24,15
2723,Garden Omelette,840,18,66,24,17
2724,Garden Stuffed Crepes,1050,51,75,24,17
2725,Garlic Bread,150,15,8,24,3
2726,German Crepes,830,71,54,24,17
2727,"Grapefruit Juice, 10 fl oz",120,30,0,24,1
2728,"Grapefruit Juice, 12 fl oz (Kid’s Cup)",150,38,0,24,1
2729,"Grapefruit Juice, 16 fl oz",210,53,0,24,1
2730,"Grapefruit Juice, Carafe",480,120,0,24,1
2731,Grilled Cheese Sandwich,450,44,26,24,15
2732,Grilled Chicken Caesar Salad,960,39,72,24,11
2733,"Grilled Chicken Caesar Salad, No Chicken",870,39,71,24,11
2734,Grilled Liver,810,63,39,24,5
2735,Grilled Tilapia Hollandaise,810,46,46,24,5
2736,Ham & Egg Melt,1070,77,56,24,12
2737,Harvest Grain ‘N Nut® Pancakes (4),920,95,49,24,17
2738,Hash Brown Crusted Chicken with Country Gravy,840,60,48,24,17
2739,Hash Brown Crusted Chicken with Sausage Gravy,890,62,52,24,17
2740,Hearty Ham & Cheese Omelette,870,18,60,24,17
2741,Herbal Tea,0,2,0,24,1
2742,Hot Chocolate,290,35,13,24,1
2743,Hot Tea,5,0,0,24,1
2744,House Salad,90,15,3,24,11
2745,House Salad,90,15,3,24,11
2746,House Salad,90,15,3,24,11
2747,House Salad,90,15,3,24,11
2748,Huevos Rancheros,1110,83,65,24,17
2749,"Ice Cream Sundae (Ice Cream, Whipped Topping & Cherry)",300,26,20,24,4
2750,"Ice Cream, Chocolate, (1) scoop",90,11,4,24,4
2751,"Ice Cream, Strawberry, (1) scoop",80,11,3,24,4
2752,"Ice Cream, Vanilla, (1) scoop",90,10,5,24,4
2753,"Iced Coffee, Mocha",200,44,1,24,25
2754,"Iced Coffee, Original",150,32,1,24,25
2755,"Iced Coffee, Vanilla",190,41,1,24,25
2756,"Iced Tea, 10 fl oz",5,2,0,24,1
2757,"Iced Tea, 12 fl oz (Kid’s Cup)",5,2,0,24,1
2758,"Iced Tea, 16 fl oz",10,2,0,24,1
2759,"International Crepe Passport, Fresh Fruit",860,69,50,24,17
2760,"International Crepe Passport, German",930,40,69,24,17
2761,"International Crepe Passport, Nutella®",1100,83,71,24,17
2762,"International Crepe Passport, Strawberry Banana Danish",1000,68,67,24,17
2763,Cheeseburger – Protein® Style (Bun replaced with Lettuce),330,11,25,25,7
2764,Cheeseburger w/Mustard & Ketchup Instead of Spread,400,41,18,25,7
2765,Cheeseburger w/Onion,480,39,27,25,7
2766,Chocolate Shake,590,72,29,25,2
2767,Double-Double® – Protein® Style (Bun replaced with Lettuce),520,11,39,25,7
2768,Double-Double® w/Mustard & Ketchup Instead of Spread,590,41,32,25,7
2769,Double-Double® w/Onion,670,39,41,25,7
2770,French Fries,395,54,18,25,6
2771,Hamburger – Protein® Style (Bun replaced with Lettuce),240,11,17,25,7
2772,Hamburger w/Mustard & Ketchup Instead of Spread,310,41,10,25,7
2773,Hamburger w/Onion,390,39,19,25,7
2774,Strawberry Shake,590,81,27,25,2
2775,Vanilla Shake,580,67,31,25,2
2776,Bacon Breakfast Jack®,310,30,14,26,17
2777,Bacon Cheddar Potato Wedges,680,58,42,26,3
2778,Bacon Ranch Dressing,260,3,26,26,11
2779,Bacon Ultimate Cheeseburger™,920,45,63,26,7
2780,"Bacon, Egg & Cheese Biscuit",430,35,25,26,17
2781,Beef Taco (1 Taco),190,17,11,26,3
2782,Beef Taco (2 Tacos),390,33,22,26,26
2783,Big Cheeseburger,570,43,34,26,7
2784,Big Cheeseburger,570,43,34,26,7
2785,Breakfast Jack®,280,30,11,26,17
2786,Breakfast Jack®,280,30,11,26,15
2787,Breakfast Pita Pocket,450,32,23,26,17
2788,Chicken Club Salad w/ Crispy Chicken Strips**,520,37,28,26,11
2789,Chicken Club Salad w/ Grilled Chicken Strips**,370,13,20,26,11
2790,Chicken Fajita Pita made w/ Whole Grain (no salsa),320,33,11,26,8
2791,Chicken Fajita Pita made w/ Whole Grain (no salsa),320,33,11,26,8
2792,Chicken Fajita Pita made w/ Whole Grain (w/ salsa),330,35,11,26,8
2793,Chicken Sandwich,410,42,21,26,8
2794,Chicken Sandwich,410,42,21,26,12
2795,Chicken Sandwich with Bacon,470,42,25,26,8
2796,Chicken Sandwich with Bacon,470,42,25,26,12
2797,"Chicken Strips, Crispy 2 pc.",280,26,12,26,15
2798,"Chicken Strips, Crispy 4 pc.",560,53,24,26,8
2799,"Chicken Strips, Grilled 2 pc.",130,2,4,26,15
2800,"Chicken Strips, Grilled 4 pc.",250,5,7,26,8
2801,Chicken Teriyaki Bowl,580,106,5,26,8
2802,Chicken Teriyaki Bowl,690,133,6,26,8
2803,Chiquita® Apple Bites with Caramel,70,17,0,26,4
2804,Chiquita® Apple Bites with Caramel,70,17,0,26,3
2805,Chiquita® Apple Bites with Caramel,70,17,0,26,15
2806,Chocolate Lowfat Milk Chug 1%,180,30,2,26,1
2807,Chocolate Overload™ Cake,300,57,7,26,4
2808,Creamy Southwest Dressing,220,3,22,26,11
2809,Egg Roll 1 pc.,150,15,7,26,3
2810,Egg Roll 3 pc.,440,46,22,26,3
2811,Extreme Sausage® Sandwich,660,32,47,26,17
2812,Fish and Chips (Seasonal) w/ large French Fries,990,112,50,26,9
2813,Fish and Chips (Seasonal) w/ medium French Fries,830,90,43,26,9
2814,Fish and Chips (Seasonal) w/ small French Fries,710,74,37,26,9
2815,Fish Sandwich (Seasonal),650,61,37,26,12
2816,"Flavored Iced Tea, Mango 24 fl oz.",80,21,0,26,1
2817,"Flavored Iced Tea, Peach 24 fl oz.",80,20,0,26,1
2818,"Flavored Iced Tea, Raspberry 24 fl oz.",80,21,0,26,1
2819,French Fries (Kid’s),230,30,10,26,15
2820,"French Fries, large",610,83,28,26,6
2821,"French Fries, medium",450,61,21,26,6
2822,"French Fries, small",330,45,15,26,6
2823,French Toast Sticks 2 pc.,300,34,16,26,15
2824,French Toast Sticks 4 pc.,600,68,33,26,17
2825,Gourmet Seasoned Croutons,70,13,4,26,11
2826,Grilled Breakfast Sandwich,620,53,29,26,17
2827,Grilled Cheese Sandwich,330,34,16,26,15
2828,Grilled Cheese Sandwich,330,34,16,26,12
2829,Grilled Chicken Salad**,250,15,10,26,11
2830,Grilled Chicken Salad**,250,15,10,26,11
2831,Grilled Chicken Strips w/ Teriyaki Dipping Sauce,310,16,8,26,8
2832,"Grilled Sandwich, Deli Trio",620,54,29,26,12
2833,"Grilled Sandwich, Turkey, Bacon & Cheddar",660,53,31,26,12
2834,Hamburger,290,32,12,26,7
2835,Hamburger,290,32,12,26,15
2836,Hamburger Deluxe,340,33,16,26,7
2837,Hamburger Deluxe,340,33,16,26,7
2838,Hamburger Deluxe,340,33,16,26,7
2839,Hamburger Deluxe with Cheese,420,34,23,26,7
2840,Hamburger Deluxe with Cheese,420,34,23,26,7
2841,Hamburger with Cheese,330,32,15,26,7
2842,Hamburger with Cheese,330,32,15,26,15
2843,Hashbrown Sticks 5 pc.,280,26,19,26,17
2844,Hearty Breakfast Bowl,850,41,65,26,17
2845,Homestyle Ranch Chicken Club,730,65,35,26,12
2846,"Iced Coffee, Caramel (regular) 24 fl oz.",160,28,3,26,25
2847,"Iced Coffee, Original (regular) 24 fl oz.",170,29,3,26,25
2848,"Iced Coffee, Vanilla (regular) 24 fl oz.",170,30,3,26,25
2849,Jack’s Spicy Chicken®,530,60,21,26,12
2850,Jack’s Spicy Chicken® w/ Cheese,610,61,26,26,12
2851,Jr. Bacon Cheeseburger,400,32,22,26,7
2852,Jr. Bacon Cheeseburger,400,32,22,26,7
2853,Jumbo Jack®,500,45,27,26,7
2854,Jumbo Jack®,500,45,27,26,7
2855,Jumbo Jack® with Cheese,580,45,34,26,7
2856,Jumbo Jack® with Cheese,580,45,34,26,7
2857,Kona Classic® Coffee (decaf) 12 fl oz.,5,1,0,26,25
2858,Kona Classic® Coffee (decaf) 16 fl oz.,10,2,0,26,25
2859,Kona Classic® Coffee (regular) 12 fl oz.,5,1,0,26,25
2860,Kona Classic® Coffee (regular) 16 fl oz.,10,2,0,26,25
2861,Lite Ranch Dressing,150,3,15,26,11
2862,Low-Fat Balsamic Vinaigrette,35,5,1,26,11
2863,Meaty Breakfast Burrito (no salsa),610,38,37,26,17
2864,Meaty Breakfast Burrito (w/ salsa),620,40,37,26,17
2865,Mini Churros 10 pc.,690,84,37,26,4
2866,Mini Churros 5 pc.,350,42,18,26,4
2867,Mozzarella Cheese Sticks 3 pc.,280,22,16,26,3
2868,Mozzarella Cheese Sticks 6 pc.,560,43,33,26,3
2869,New York Style Cheesecake,310,32,17,26,4
2870,Onion Rings,450,45,28,26,3
2871,Reduced Fat Milk Chug 2%*,120,12,4,26,1
2872,Sausage Biscuit,460,35,30,26,17
2873,Sausage Breakfast Jack®,440,31,27,26,17
2874,Sausage Croissant,570,32,40,26,17
2875,"Sausage, Egg & Cheese Biscuit",570,36,38,26,17
2876,Seasoned Curly Fries (Kid’s),200,21,11,26,15
2877,"Seasoned Curly Fries, large",580,63,34,26,6
2878,"Seasoned Curly Fries, medium",430,46,25,26,6
2879,"Seasoned Curly Fries, small",280,30,16,26,6
2880,"Shake, Chocolate w/ Whipped Topping 16 oz.",800,101,38,26,2
2881,"Shake, Chocolate w/ Whipped Topping 24 oz.",1150,146,55,26,2
2882,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",810,92,43,26,2
2883,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",1170,134,61,26,2
2884,"Shake, Strawberry w/ Whipped Topping 16 oz.",780,95,38,26,2
2885,"Shake, Strawberry w/ Whipped Topping 24 oz.",1120,138,54,26,2
2886,"Shake, Vanilla w/ Whipped Topping 16 oz.",700,76,38,26,2
2887,"Shake, Vanilla w/ Whipped Topping 24 oz.",1000,109,54,26,2
2888,Side Salad,20,4,0,26,11
2889,Side Salad**,20,4,0,26,11
2890,Side Salad**,20,4,0,26,11
2891,Sirloin Cheeseburger,900,52,60,26,7
2892,Sirloin Cheeseburger with Bacon,990,52,66,26,7
2893,Sirloin Swiss & Grilled Onion Burger,880,52,59,26,7
2894,Sirloin Swiss & Grilled Onion Burger with Bacon,970,52,65,26,7
2895,"Smoothie, Mango 16 fl oz.",290,72,0,26,2
2896,"Smoothie, Mango 16 oz.",290,72,0,26,2
2897,"Smoothie, Mango 24 fl oz.",450,114,0,26,2
2898,"Smoothie, Strawberry 16 fl oz.",270,67,0,26,2
2899,"Smoothie, Strawberry 16 oz.",270,67,0,26,2
2900,"Smoothie, Strawberry 24 fl oz.",400,99,0,26,2
2901,"Smoothie, Strawberry Banana 16 fl oz.",290,73,0,26,2
2902,"Smoothie, Strawberry Banana 16 oz.",290,73,0,26,2
2903,"Smoothie, Strawberry Banana 24 fl oz.",440,108,0,26,2
2904,Sourdough Breakfast Sandwich,410,35,21,26,17
2905,Sourdough Grilled Chicken Club,540,38,26,26,12
2906,Sourdough Jack®,660,40,44,26,7
2907,Sourdough Steak Melt,650,38,38,26,7
2908,Sourdough Ultimate Cheeseburger™,870,38,63,26,7
2909,Southwest Chicken Salad w/ Crispy Chicken Strips**,500,53,23,26,11
2910,Southwest Chicken Salad w/ Grilled Chicken Strips**,350,29,15,26,11
2911,Spicy Corn Sticks,140,18,7,26,11
2912,Steak & Egg Burrito (no salsa),810,55,50,26,17
2913,Steak & Egg Burrito (w/ salsa),820,56,50,26,17
2914,Stuffed Jalapeños 3 pc.,220,21,12,26,3
2915,Stuffed Jalapeños 7 pc.,510,49,29,26,3
2916,Supreme Croissant,450,32,27,26,17
2917,Ultimate Breakfast Sandwich,520,42,25,26,17
2918,Ultimate Cheeseburger™,830,44,57,26,7
2919,#1 Pepe®,614,50,30,27,12
2920,#10 Hunter’s Club®,807,66,34,27,12
2921,#11 Country Club®,765,68,31,27,12
2922,#12 Beach Club®,729,71,30,27,12
2923,#13 Gourmet Veggie Club®,773,70,38,27,12
2924,#14 Bootlegger Club®,684,67,24,27,12
2925,#15 Club Tuna®,843,72,38,27,12
2926,#16 Club Lulu®,755,67,33,27,12
2927,#17 Ultimate Porker™,760,67,39,27,12
2928,#2 Big John®,533,48,23,27,12
2929,#3 Totally Tuna®,648,54,30,27,12
2930,#4 Turkey Tom®,514,50,21,27,12
2931,#4 Turkey Tom®,514,50,21,27,12
2932,#5 Vito®,600,51,28,27,12
2933,#6 Vegetarian,578,52,30,27,12
2934,#7 Gourmet Smoked Ham Club,775,68,32,27,12
2935,#8 Billy Club®,796,68,34,27,12
2936,#9 Italian Night Club®,948,70,50,27,12
2937,BBQ Jimmy Chips,160,17,9,27,3
2938,Chocolate Chunk Cookie,420,62,17,27,3
2939,Hunter’s Club® Unwich,470,3,34,27,12
2940,Iced Tea,2,0,0,27,1
2941,Iced Tea,4,0,0,27,1
2942,J.J.B.L.T.®,634,48,35,27,12
2943,Jalapeño Chips,150,18,7,27,3
2944,Lemonade,242,65,0,27,1
2945,Lemonade,388,104,0,27,1
2946,Light Lemonade,12,2,0,27,1
2947,Light Lemonade,20,4,0,27,1
2948,"Pickle, Spear",5,1,0,27,3
2949,"Pickle, Whole",22,4,0,27,3
2950,Raisin Oatmeal Cookie,420,65,14,27,3
2951,Raspberry Iced Tea,195,52,0,27,1
2952,Raspberry Iced Tea,312,84,0,27,1
2953,Regular Chips,160,18,8,27,3
2954,Sea Salt & Vinegar Chips,140,16,8,27,3
2955,Slim 1 Ham & cheese,505,65,9,27,12
2956,Slim 2 Roast Beef,424,64,2,27,12
2957,Slim 3 Tuna salad,722,67,30,27,12
2958,Slim 4 Turkey breast,401,65,0,27,12
2959,Slim 4 Turkey breast,401,65,0,27,12
2960,"Slim 5 Salami, capicola, cheese",599,65,19,27,12
2961,Slim 6 Double provolone,545,65,16,27,12
2962,The J.J. Gargantuan®,988,53,54,27,12
2963,The J.J. Gargantuan® Unwich,739,7,54,27,12
2964,Thinny Chips,130,19,5,27,3
2965,Add Coconut Shrimp,420,42,24,28,3
2966,Add Fried Shrimp,330,27,17,28,3
2967,Add Snow Crab,260,0,23,28,3
2968,Apple Sauce,90,24,0,28,15
2969,Aruba Chicken Salad,780,37,49,28,11
2970,Aruba Shrimp Salad,860,60,61,28,11
2971,Bean Town Bake,1470,73,78,28,9
2972,Big Cheese Cheesecake,980,85,64,28,4
2973,Big Shrimp Platter,1490,144,84,28,9
2974,Blackened Mahi Sandwich,850,38,53,28,12
2975,Blackened Tilapia,1190,44,64,28,9
2976,Broccoli Florets,80,6,6,28,3
2977,Bucket of Shrimp,190,9,2,28,10
2978,Bucket of Shrimp,270,10,3,28,10
2979,Caesar Salad,450,18,37,28,11
2980,Caesar Salad – Chicken,670,18,46,28,11
2981,Caesar Salad – Shrimp,530,19,38,28,11
2982,Caesar Side Salad,220,8,18,28,11
2983,"Calamari, Fried",900,61,58,28,10
2984,Captain’s Catch,1060,78,70,28,15
2985,Caribbean Feast,1280,105,59,28,9
2986,Celery & Ranch,150,6,13,28,15
2987,Cheesy Mac,260,35,9,28,15
2988,Cheesy New Potatoes,250,19,15,28,3
2989,Chicken Chipotle Caesar,760,42,46,28,11
2990,Chicken Club Sandwich – Blackened,990,36,71,28,12
2991,Chicken Club Sandwich – Grilled,790,36,49,28,12
2992,Chicken Dippers,590,23,33,28,15
2993,Chipotle Bacon Cheeseburger,1010,47,68,28,7
2994,Chocolate Shack Attack,1530,225,63,28,4
2995,Chocolate Sundae,340,50,14,28,15
2996,Clam Chowder,320,26,17,28,10
2997,Classic Cobb Salad – Chicken,790,38,46,28,11
2998,Classic Cobb Salad – Shrimp,650,39,39,28,11
2999,Classic Cobb Salad – Snow,630,38,38,28,11
3000,Classic Sampler,1460,90,103,28,10
3001,Coconut Shrimp,1230,127,72,28,9
3002,Coleslaw,110,13,7,28,3
3003,Corn on the Cob,30,7,0,28,15
3004,Crab Cake Chipotle Caesar,970,52,72,28,11
3005,Crab Cake Dinner,1470,82,109,28,5
3006,Crab Cake Sandwich,810,40,61,28,12
3007,Crab Daddy Feast – excluding side of butter,510,69,4,28,9
3008,Crab Nachos,2000,130,145,28,10
3009,Crab Stuffed Mushrooms,800,76,40,28,10
3010,Crab Stuffed Shrimp,710,48,37,28,9
3011,Crabby Apple Crumble,1400,227,51,28,4
3012,Crawfish Half ‘n Half,860,72,47,28,5
3013,Crazy Good Crab Dip,1270,92,87,28,10
3014,Crispy Shrimp,1060,100,58,28,9
3015,Crunchy Catfish,1440,123,94,28,9
3016,Diablo Mussels,1060,89,54,28,10
3017,Dipping Butter,400,0,44,28,9
3018,Dirty Rice,170,30,2,28,3
3019,Double Dip,1260,96,81,28,10
3020,Dungeness Crab – excluding side of butter,480,69,3,28,9
3021,Ear of Corn,60,14,1,28,3
3022,East Coast Platter,2110,143,144,28,9
3023,Fire-Grilled,60,10,1,28,9
3024,Fish & Chips,1430,99,92,28,9
3025,Fish & Shrimp,1540,111,92,28,9
3026,Fish Fingers,600,23,46,28,15
3027,Fisherman’s Platter,1970,137,129,28,9
3028,French Fries,370,47,19,28,3
3029,French Fries,300,38,15,28,15
3030,Fried Oysters,1060,104,64,28,10
3031,Garlic Herb,5,0,0,28,9
3032,Garlicky Mussels,880,81,42,28,10
3033,Get Stuffed Snapper,830,48,43,28,9
3034,Great Balls of Fire,970,75,66,28,10
3035,Grilled Malibu Shrimp,540,55,19,28,9
3036,Grilled Sunset Salmon,890,66,45,28,9
3037,Homestyle Chicken Tenders,1450,93,81,28,5
3038,House Side Salad,120,10,7,28,11
3039,Hush Puppies,700,94,34,28,3
3040,Joe’s Classic Steampot,1210,70,75,28,9
3041,Joe’s Classic Steampot For 2 (Nutritionals for 1 serving),1210,70,75,28,9
3042,Joe’s Famous BBQ,50,9,0,28,9
3043,Joe’s Steak Deal,710,53,32,28,5
3044,Key Lime Wave,1230,162,55,28,4
3045,Kid’s Snow Crab,90,7,1,28,15
3046,King Crab – excluding side of butter,430,68,3,28,9
3047,Lobster Daddy Feast – excluding side of butter,580,69,4,28,9
3048,Maui Mahi,680,49,28,28,9
3049,Mini Beach Burgers,760,68,41,28,15
3050,Mini Steampot,390,35,15,28,15
3051,Mozzarella Sticks,710,68,36,28,10
3052,New England Clam Chowder,250,22,13,28,10
3053,Old Bay Steampot,1200,72,74,28,9
3054,Onion Strings,470,61,23,28,3
3055,Paint a Crab,350,75,6,28,15
3056,Pan Fried Cheesy Chicken,1590,110,100,28,5
3057,Pasta-laya,1820,161,94,28,5
3058,Pizza,450,61,15,28,15
3059,Popcorn Shrimp,990,98,54,28,9
3060,Ragin’ Cajun,1590,89,107,28,9
3061,Ribeye,1150,26,82,28,5
3062,Rice,200,36,4,28,15
3063,Rockin Popcorn Shrimp,470,19,39,28,15
3064,Salmon Orleans,1000,34,65,28,9
3065,Samuel Adams Steampot,1180,72,74,28,9
3066,Sea Turtle Sundae,1240,167,57,28,4
3067,Seafood Fun-Do,1310,127,69,28,10
3068,Seaside Platter,1540,117,92,28,9
3069,Shrimp Pasta Alfredo,1650,158,85,28,5
3070,Shrimp Trio,1050,96,53,28,9
3071,Shrimply Grilled Shrimp,310,40,8,28,15
3072,Skillet Paella,1990,196,84,28,5
3073,Snapper Pontchartrain,1090,44,74,28,9
3074,Snow Crab – excluding side of butter,470,68,4,28,9
3075,Spicy Boil,5,1,0,28,9
3076,Steak & Malibu Shrimp,660,48,22,28,5
3077,Strawberry Sundae,290,39,14,28,15
3078,Sunset Fire-Grilled Steampot,1260,80,75,28,9
3079,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving),1260,80,75,28,9
3080,Surf ‘n Turf Burger,1260,67,85,28,7
3081,The Big Hook Up,2750,220,168,28,9
3082,The Diablo Steampot,1420,96,84,28,9
3083,The KJ Steampot,1330,77,85,28,9
3084,The Orleans,1310,72,65,28,9
3085,Veggies,40,3,3,28,15
3086,Apple Turnover (1),250,33,12,29,4
3087,BBQ Baked Beans,210,41,1,29,3
3088,Biscuit,180,23,8,29,3
3089,Caesar Side Salad without Dressing & Croutons,40,2,2,29,11
3090,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),300,39,15,29,4
3091,Chicken Pot Pie,790,66,45,29,8
3092,Cole Slaw,150,21,6,29,3
3093,Corn on the Cob (3″),70,16,0,29,3
3094,Corn on the Cob (5.5″),140,33,1,29,3
3095,Country Fried Steak with Peppered White Gravy,420,25,29,29,5
3096,Country Fried Steak without Peppered White Gravy,390,21,27,29,5
3097,Crispy Chicken BLT Salad without Dressing,360,18,19,29,11
3098,Crispy Chicken Caesar Salad without Dressing & Croutons,340,16,18,29,11
3099,Crispy Strips (2),260,11,14,29,8
3100,Crispy Strips (3),390,17,21,29,8
3101,Crispy Twister®,610,52,33,29,12
3102,Crispy Twister® without Sauce,490,51,20,29,12
3103,Double Down with OR Filet,610,18,37,29,12
3104,Doublicious with OR Filet,520,40,25,29,12
3105,EC Chicken- Breast,510,16,33,29,8
3106,EC Chicken- Drumstick,150,5,10,29,8
3107,EC Chicken- Thigh,340,10,24,29,8
3108,EC Chicken- Whole Wing,190,6,13,29,8
3109,EC Drumstick Value Box,440,39,25,29,5
3110,EC Thigh Value Box,630,45,39,29,5
3111,Fiery Buffalo Hot Wings® (1),70,5,4,29,21
3112,Fiery Buffalo Hot Wings® Value Box,510,51,28,29,5
3113,Green Beans,25,4,0,29,3
3114,Grilled Chicken- Breast,220,0,7,29,8
3115,Grilled Chicken- Drumstick,90,0,4,29,8
3116,Grilled Chicken- Thigh,170,0,10,29,8
3117,Grilled Chicken- Whole Wing,80,1,4,29,8
3118,Grilled Drumstick Value Box,380,34,19,29,5
3119,Grilled Thigh Value Box,460,34,25,29,5
3120,HBBQ Hot Wings® (1),80,8,4,29,21
3121,HBBQ Hot Wings® Value Box,540,58,28,29,5
3122,Heinz Buttermilk Ranch Dressing (1),160,1,17,29,11
3123,Hidden Valley® The Original Ranch® Fat Free Dressing (1),35,8,0,29,11
3124,Honey BBQ Sandwich,320,47,3,29,12
3125,Hot Wings® (1),70,4,4,29,21
3126,Hot Wings® Value Box,490,45,27,29,5
